SeniorCitizen,tenure,MonthlyCharges,TotalCharges,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn_Yes
-0.43979044766807096,-0.04947644068465504,0.5430392402685359,0.15968274432566257,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
-0.43979044766807096,1.4167247102107507,0.16958992454988256,1.0304448738900704,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0
-0.43979044766807096,0.27634603729210183,0.5679358613164461,0.41500227020396513,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
2.2738101868796012,0.8872631834985208,-0.3100849743065211,0.3035644660913357,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0
-0.43979044766807096,-0.7418492063852633,-0.6702560921329557,-0.7216368828989412,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2.2738101868796012,-0.782577016132358,-0.3316620458813768,-0.6819415733248025,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
-0.43979044766807096,-0.00874863093756043,0.707356939184743,0.19635847732475567,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
-0.43979044766807096,-1.2305829233503986,0.19614632033432006,-0.9419557693526286,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
-0.43979044766807096,1.6203637589462239,-1.3391453109534768,-0.25091354776574815,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
-0.43979044766807096,0.357801656786291,-1.4951641361870476,-0.6078186826541593,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0
2.2738101868796012,1.5796359491991292,1.6683665116340776,2.5295213788181505,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
-0.43979044766807096,1.294541280969467,-1.3242073383247308,-0.3009900293606638,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
2.2738101868796012,1.3352690907165616,1.1388983706818534,1.8592855826826782,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
-0.43979044766807096,0.4392572762804802,-0.14576727539031378,0.15968274432566257,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0
2.2738101868796012,1.5389081394520345,1.2667010253944595,2.1261323972379795,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1
-0.43979044766807096,-0.7418492063852633,0.8351595938973491,-0.48485358986453125,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
-0.43979044766807096,-1.0269438746149255,-1.1615494141450509,-0.9152865163905476,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.43979044766807096,-1.271310733097493,-0.6436996963485182,-0.984295963518048,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
-0.43979044766807096,-1.0269438746149255,0.36212379398705485,-0.7600758722922216,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0
-0.43979044766807096,-0.4974823479026957,0.5380599160589536,-0.26211022586883664,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
-0.43979044766807096,-1.271310733097493,0.13805420455586287,-0.9739147914972711,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
-0.43979044766807096,-0.2938432991672227,-1.4901848119774657,-0.771779486608639,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
-0.43979044766807096,-0.09020425043174964,-1.506782559342739,-0.7492979675827526,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
-0.43979044766807096,-0.41602672840850646,-0.6984722626539206,-0.6059893041451901,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1
-0.43979044766807096,-0.2938432991672227,1.026033688597994,0.026468723744821517,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0
2.2738101868796012,1.375996900463656,1.437657823256776,2.1865680101487452,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
-0.43979044766807096,-0.21238767967303346,1.0027968422866111,0.08121783478433335,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
-0.43979044766807096,-1.271310733097493,0.46005050344216847,-0.9696388947413671,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
-0.43979044766807096,-1.1083994941091149,-1.5051227846062116,-0.9663768704121208,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
2.2738101868796012,-0.17165986992593885,1.3729266085322098,0.38535752207669327,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1
2.2738101868796012,-1.271310733097493,0.3289282992565079,-0.9713801104306271,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
-0.43979044766807096,1.1723578517281832,-1.4785663888217742,-0.44059585437043325,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
-0.43979044766807096,-0.7011213966381687,0.3355673982026174,-0.5162175129761356,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
-0.43979044766807096,-0.41602672840850646,0.8169020717955483,-0.12201950535066575,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1
-0.43979044766807096,1.0909022322339939,1.1521765685740724,1.5796331185645929,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0
-0.43979044766807096,0.1948904177979126,1.0077761664961933,0.5530211644589661,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
-0.43979044766807096,-0.6603935868910741,0.8600562149452592,-0.39823361950008634,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.43979044766807096,0.6428963250159533,1.2766596738136236,1.216314138542326,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1
-0.43979044766807096,-1.0676716843620202,-1.491844586713993,-0.9517198016354399,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
-0.43979044766807096,-1.1491273038562093,-1.4752468393487195,-0.970145830954696,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1
-0.43979044766807096,1.5796359491991292,0.8484377917895675,1.7839504532410315,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
2.2738101868796012,-0.09020425043174964,0.14303352876544462,-0.08128828264494202,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0
-0.43979044766807096,-1.0269438746149255,-0.46776357427661913,-0.8498697041662034,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.43979044766807096,0.8058075640043316,-1.4586490919834458,-0.5319325355893288,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0
-0.43979044766807096,-0.09020425043174964,0.6857798676098877,0.10211242305545119,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
-0.43979044766807096,0.47998508602757484,-1.4735870646121922,-0.6051297166530238,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
-0.43979044766807096,-1.1083994941091149,0.36876289293316433,-0.8466076798369572,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
-0.43979044766807096,-0.782577016132358,-0.3200436227256853,-0.6768281297816597,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
-0.43979044766807096,-0.6603935868910741,0.667522345508087,-0.3879406102990188,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
2.2738101868796012,-0.41602672840850646,-0.8212955931569444,-0.616304354051185,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
-0.43979044766807096,1.0909022322339939,1.4011427790531745,1.7077116548973639,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0
-0.43979044766807096,1.294541280969467,0.033488396154639756,0.7889228292962825,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
-0.43979044766807096,-0.782577016132358,-1.5018032351331572,-0.8873609432476082,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
-0.43979044766807096,0.1948904177979126,1.1521765685740724,0.6540337151409638,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1
-0.43979044766807096,-1.271310733097493,-0.4644440248035646,-0.9819155673858952,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
-0.43979044766807096,1.4981803297049399,0.5264414929032624,1.4389252583084566,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
-0.43979044766807096,1.6203637589462239,1.731437951622117,2.784223764958487,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0
-0.43979044766807096,-1.189855113603304,0.40361816240023857,-0.9036269834839848,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
-0.43979044766807096,-0.41602672840850646,-1.2793934204384925,-0.7372196612825703,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
-0.43979044766807096,1.4981803297049399,-0.8528313131509639,0.2209338633187394,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
2.2738101868796012,0.7650797542572371,-1.3208877888516761,-0.44857458955413015,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
-0.43979044766807096,-1.271310733097493,-0.3150642985161033,-0.9799319039424347,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
-0.43979044766807096,1.294541280969467,-1.5051227846062116,-0.46402512370819526,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
2.2738101868796012,-1.1083994941091149,0.5380599160589536,-0.8404803638671567,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
-0.43979044766807096,-1.1083994941091149,0.6841200928733604,-0.8274983886649537,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
2.2738101868796012,0.07270698855662878,0.8417986928434585,0.3749102279411344,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
-0.43979044766807096,1.4574525199578454,0.4915862234361877,1.42713348117233,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0
-0.43979044766807096,-0.9047604453736418,-0.5059383932167484,-0.7946136569133628,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2.2738101868796012,-0.6196657771439795,0.5928324823643563,-0.35629015802335906,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
-0.43979044766807096,1.4981803297049399,-0.6154835258275532,0.37164820361188805,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
-0.43979044766807096,-1.271310733097493,-0.18560186906697,-0.9782127289581024,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
-0.43979044766807096,-1.0676716843620202,-1.4735870646121922,-0.9568773265884375,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0
-0.43979044766807096,1.6203637589462239,-0.30344587536041184,0.7060718194744128,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0
2.2738101868796012,0.6836241347630478,0.865035539154841,0.986341423330464,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
-0.43979044766807096,-0.04947644068465504,0.5612967623703365,0.11917192866921221,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
-0.43979044766807096,1.6203637589462239,1.6716860611071325,2.6763565550440873,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
-0.43979044766807096,-0.9454882551207363,-0.8013782963186162,-0.8593031258751048,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
-0.43979044766807096,-0.5789379673968849,-1.483545713031356,-0.8248755447786003,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
-0.43979044766807096,0.7243519445101425,-1.46860774040261,-0.5336737512785886,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
-0.43979044766807096,-0.986216064867831,-1.5051227846062116,-0.9341313191034231,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2.2738101868796012,0.6428963250159533,1.135578821208799,1.0870674448484063,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0
2.2738101868796012,1.1316300419810885,1.1853720633046194,1.6533592765465441,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0
-0.43979044766807096,-1.0269438746149255,0.3538249203044181,-0.7923875457157016,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
-0.43979044766807096,-0.4567545381556011,1.2617217011848771,-0.07412505354355663,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1
-0.43979044766807096,-0.4567545381556011,-1.4619686414565007,-0.8049727882292125,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
-0.43979044766807096,0.7243519445101425,-1.3225475635882034,-0.44824397898022006,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
-0.43979044766807096,-0.09020425043174964,0.982879545448283,0.2470300579527095,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
-0.43979044766807096,-0.5789379673968849,0.4451125308134222,-0.35686321635146984,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
-0.43979044766807096,-1.271310733097493,-1.3408050856900042,-0.9935530595875307,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
-0.43979044766807096,-0.4974823479026957,-1.5001434603966297,-0.847312982394632,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0
-0.43979044766807096,-0.9454882551207363,-1.1565700899354685,-0.8945682537588483,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
-0.43979044766807096,-0.04947644068465504,0.8334998191608217,0.23301216961892157,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
-0.43979044766807096,-0.3345711089143173,0.664202796035032,-0.12686846043468047,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0
-0.43979044766807096,0.9687188029927101,1.4094416527358113,1.6552547771702955,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0
-0.43979044766807096,-0.25311548942012807,0.8401389181069308,0.01509572000231437,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0
-0.43979044766807096,-0.37529891866141185,0.611090004466157,-0.10844243111542454,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.43979044766807096,-1.2305829233503986,0.18452789717862833,-0.9513010282418206,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
-0.43979044766807096,0.2356182275450072,-1.4785663888217742,-0.6451556368010727,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0
-0.43979044766807096,-0.9454882551207363,-0.6835342900251744,-0.8265065569432234,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
-0.43979044766807096,-1.1491273038562093,-1.4852054877678835,-0.9675891091831245,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
-0.43979044766807096,-0.7011213966381687,0.7621295054901456,-0.45672965037724583,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.43979044766807096,-1.0676716843620202,-0.30178610062388433,-0.8563496714148413,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.43979044766807096,1.1723578517281832,-1.4951641361870476,-0.4261371519380985,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
2.2738101868796012,1.6203637589462239,-1.3208877888516761,-0.2097194702565503,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0
-0.43979044766807096,-1.0269438746149255,-1.00553058891148,-0.8812115865728805,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
-0.43979044766807096,0.8465353737514263,0.5247817181667347,0.9123948582992395,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
-0.43979044766807096,-1.271310733097493,-1.4802261635583014,-0.9954044788014274,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
-0.43979044766807096,-1.0676716843620202,0.47000915186133246,-0.7861279855163371,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
-0.43979044766807096,0.6428963250159533,0.5729151855260278,0.7721498528465769,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1
-0.43979044766807096,-0.00874863093756043,0.4683493771248052,0.07478194894555001,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
2.2738101868796012,-0.7418492063852633,-0.6121639763544985,-0.7077732794996446,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
-0.43979044766807096,0.3170738470391964,-1.5001434603966297,-0.647712358572644,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
-0.43979044766807096,-0.17165986992593885,-0.4644440248035646,-0.3929879317273796,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0
-0.43979044766807096,1.5389081394520345,1.1471972443644902,2.056924583766133,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0
-0.43979044766807096,-1.1491273038562093,-1.30594981622293,-0.9671923764944326,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0
2.2738101868796012,-1.271310733097493,0.3637835687235821,-0.9709172556271528,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
-0.43979044766807096,-0.2938432991672227,-1.4818859382948288,-0.7678782818365,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0
-0.43979044766807096,-0.3345711089143173,-1.1847862604564334,-0.7010288237918787,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2.2738101868796012,-0.09020425043174964,1.3048758443345883,0.37151595938232396,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
-0.43979044766807096,0.27634603729210183,-0.18228231959391547,-0.030484457787424094,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
-0.43979044766807096,-0.21238767967303346,-0.376475963767615,-0.36008115927086143,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
-0.43979044766807096,0.6428963250159533,-0.9988914899653705,-0.2970227024737427,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
-0.43979044766807096,0.6021685152688586,1.193670936987256,1.0539402653426144,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
-0.43979044766807096,-0.25311548942012807,0.8301802696877668,0.025124240744253915,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
-0.43979044766807096,0.8058075640043316,-0.6818745152886472,-0.0009719538897163652,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
-0.43979044766807096,1.0094466127398047,0.3156501013642889,0.7670364093034342,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
-0.43979044766807096,-0.41602672840850646,0.483287349753551,-0.24154624817162879,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
-0.43979044766807096,1.5796359491991292,0.5281012676397896,1.5105575493223105,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0
2.2738101868796012,0.5614407055217641,1.1770731896219826,1.0912551787846008,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0
-0.43979044766807096,0.7650797542572371,-1.3557430583187502,-0.4681246948246805,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
-0.43979044766807096,0.6021685152688586,-1.4852054877678835,-0.5848522681198713,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
