SeniorCitizen,tenure,MonthlyCharges,TotalCharges,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
-0.43979044766807096,1.5796359491991292,1.3579886359034636,2.2895201428643484,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0
-0.43979044766807096,0.3170738470391964,-0.2719101553663921,0.04443189826060334,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.43979044766807096,0.9279909932456155,0.43017455818467604,0.8763803464479661,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
-0.43979044766807096,-1.189855113603304,-0.2951470016777751,-0.9348586623660251,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
-0.43979044766807096,-1.189855113603304,-0.4744026732227286,-0.9391786405317838,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
-0.43979044766807096,-0.9047604453736418,-1.3408050856900042,-0.8923862239710416,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
2.2738101868796012,1.6203637589462239,1.555501829550218,2.532276466934068,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0
-0.43979044766807096,-1.2305829233503986,0.5032046465918795,-0.9274089041005844,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
-0.43979044766807096,-0.17165986992593885,-1.4901848119774657,-0.7649468680811637,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
-0.43979044766807096,-0.6603935868910741,-0.3150642985161033,-0.618442302429137,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.43979044766807096,-1.2305829233503986,-0.6387203721389362,-0.9671042136747231,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.43979044766807096,1.4167247102107507,0.664202796035032,1.4635006443024403,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
-0.43979044766807096,1.375996900463656,-0.5109177174263303,0.42915240276731714,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
-0.43979044766807096,-0.782577016132358,-0.49266019532452937,-0.7453526814007587,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
-0.43979044766807096,1.2130856614752776,-0.15406614907295052,0.6501545510737519,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0
-0.43979044766807096,-0.9454882551207363,-1.5184009824984306,-0.9348145809561704,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
-0.43979044766807096,1.0909022322339939,1.1521765685740724,1.5796331185645929,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0
-0.43979044766807096,-0.2938432991672227,-1.4553295425103911,-0.7860398226966278,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
-0.43979044766807096,1.5389081394520345,0.7189753623404347,1.6186231255810566,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
-0.43979044766807096,0.7243519445101425,0.1563117266576636,0.5024818280605762,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
-0.43979044766807096,-1.2305829233503986,-1.4984836856601023,-0.9905555237174126,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
-0.43979044766807096,-0.7011213966381687,-0.4661037995400919,-0.7009406609721693,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0
-0.43979044766807096,1.4574525199578454,-0.34328046903706805,0.6156608478624653,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
-0.43979044766807096,0.5614407055217641,0.26585685926846847,0.4280724082258776,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.43979044766807096,0.8058075640043316,0.4783080255439692,0.7661327404014133,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0
-0.43979044766807096,1.375996900463656,-1.30594981622293,-0.25529964804628863,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
-0.43979044766807096,1.6203637589462239,0.22104294138223027,1.2111566135893286,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
-0.43979044766807096,1.1723578517281832,0.7920054507476381,1.3413730983000511,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
-0.43979044766807096,1.4981803297049399,-0.9640362204982963,0.09431001351117303,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
-0.43979044766807096,-0.5789379673968849,-0.4810417721688381,-0.6017134073892862,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
-0.43979044766807096,-0.00874863093756043,-1.506782559342739,-0.7216809643087959,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
-0.43979044766807096,-0.5789379673968849,0.7671088296997278,-0.3428673687226092,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
-0.43979044766807096,-1.0269438746149255,-1.4652881909295554,-0.9452177936818748,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
-0.43979044766807096,1.4574525199578454,1.1787329643585098,1.9731037829274605,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0
-0.43979044766807096,-1.1083994941091149,0.5081839708014612,-0.828622464616248,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
-0.43979044766807096,0.11343479830372338,0.825200945478185,0.38936893037346904,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
-0.43979044766807096,0.5614407055217641,0.33224784872956237,0.5598317422815141,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
2.2738101868796012,-0.6196657771439795,1.2285262064543303,-0.2318042565937446,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0
-0.43979044766807096,-0.09020425043174964,-0.009665746995071198,-0.17185353919138072,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
-0.43979044766807096,-0.41602672840850646,-0.28352857852208363,-0.43468894544990616,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
2.2738101868796012,1.294541280969467,-1.4852054877678835,-0.4761915928280868,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0
2.2738101868796012,1.6203637589462239,1.661727412687968,2.6623607074152265,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0
-0.43979044766807096,-1.189855113603304,0.5048644213284067,-0.8979404816127312,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
-0.43979044766807096,0.154162608050818,0.9961577433405016,0.5674798668913009,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0
-0.43979044766807096,0.27634603729210183,-0.4976395195341116,-0.1353982132415609,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
2.2738101868796012,1.375996900463656,1.708201105310734,2.4614817227074526,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0
2.2738101868796012,1.294541280969467,0.5148230697475706,1.207563978686172,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
-0.43979044766807096,-0.986216064867831,-1.4785663888217742,-0.9273207412808749,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
-0.43979044766807096,0.11343479830372338,-1.349103959372641,-0.6461474685228029,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.43979044766807096,0.154162608050818,0.9928381938674471,0.5440505975535389,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
-0.43979044766807096,-1.0269438746149255,-0.46776357427661913,-0.8498697041662034,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.43979044766807096,-0.7011213966381687,-1.4719272898756646,-0.8584876197927933,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0
-0.43979044766807096,1.6203637589462239,-1.506782559342739,-0.34465266582172366,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
-0.43979044766807096,1.5796359491991292,0.87831373704706,1.9004796601918763,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1
-0.43979044766807096,0.5614407055217641,1.4559153453585771,1.157090764402564,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
-0.43979044766807096,1.3352690907165616,1.1737536401489281,1.9242395401035484,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
-0.43979044766807096,1.5389081394520345,0.47664825080744194,1.4362583330122485,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1
-0.43979044766807096,-0.13093206017884423,-1.5084423340792663,-0.7391151619063216,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0
-0.43979044766807096,1.6203637589462239,0.6758212191907237,1.779961085649183,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0
-0.43979044766807096,-0.986216064867831,0.33390762346608965,-0.7519648928789606,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
-0.43979044766807096,-1.189855113603304,-1.2744140962289103,-0.9508602141432738,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
-0.43979044766807096,1.4981803297049399,-0.8528313131509639,0.2209338633187394,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
-0.43979044766807096,1.1723578517281832,0.825200945478185,1.3358408813632887,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
-0.43979044766807096,-1.271310733097493,-1.4818859382948288,-0.9954265195063545,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0
-0.43979044766807096,0.357801656786291,0.17954857296904655,0.271649525356548,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
-0.43979044766807096,-1.189855113603304,-1.4802261635583014,-0.9752372337929115,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
-0.43979044766807096,-0.6603935868910741,0.1148173582444799,-0.5128673258271801,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
-0.43979044766807096,0.5614407055217641,0.5380599160589536,0.6912163843533857,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1
-0.43979044766807096,-0.41602672840850646,-1.476906614085247,-0.794878145372491,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
-0.43979044766807096,-1.271310733097493,-1.4852054877678835,-0.9954706009162092,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
-0.43979044766807096,-0.782577016132358,-1.5101021088157938,-0.8898515429043975,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
-0.43979044766807096,0.2356182275450072,0.6409659497236491,0.4008521376406131,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0
-0.43979044766807096,-0.09020425043174964,-0.009665746995071198,-0.1535597541016888,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
-0.43979044766807096,0.27634603729210183,-0.8129967194743077,-0.2856056173213807,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
-0.43979044766807096,0.3170738470391964,0.5314208171128442,0.3766514436303941,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
-0.43979044766807096,0.8058075640043316,0.631007301304485,0.9050332628535077,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
-0.43979044766807096,0.8058075640043316,-1.3009704920133478,-0.41604250908137685,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
2.2738101868796012,-1.1491273038562093,0.1944865455977928,-0.8747757007340973,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
-0.43979044766807096,0.5614407055217641,-1.5001434603966297,-0.629087962909042,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
-0.43979044766807096,-0.9047604453736418,-1.5101021088157938,-0.9226701525412064,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
-0.43979044766807096,-0.37529891866141185,-1.4586490919834458,-0.7954071222907471,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
-0.43979044766807096,0.2356182275450072,0.3073512276816522,0.23098442476560638,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
-0.43979044766807096,-0.3345711089143173,-1.315908464642094,-0.7605387270956958,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
-0.43979044766807096,1.0094466127398047,1.1571558927836547,1.4188682168245774,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
-0.43979044766807096,-0.3345711089143173,0.664202796035032,-0.12686846043468047,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1
-0.43979044766807096,-0.7418492063852633,-1.4885250372409382,-0.8859944195421131,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
-0.43979044766807096,-0.21238767967303346,-0.28518835325861086,-0.3133107834150467,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
-0.43979044766807096,1.6203637589462239,0.644285499196704,1.6346467180632327,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0
-0.43979044766807096,-0.4974823479026957,-1.3026302667498753,-0.7806398499894295,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0
-0.43979044766807096,1.6203637589462239,1.5223063348196713,2.55114331035187,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0
-0.43979044766807096,-1.271310733097493,-1.4719272898756646,-0.9952942752767906,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
-0.43979044766807096,0.2356182275450072,-1.4802261635583014,-0.6754395653712374,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
-0.43979044766807096,0.4392572762804802,-0.4843613216418926,-0.04800681820465912,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.43979044766807096,0.3170738470391964,-0.46278425006703716,-0.10656897119660066,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
-0.43979044766807096,0.8058075640043316,-0.11423155539629408,0.3928734024569162,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.43979044766807096,-1.3120385428445878,-1.3092693656959846,0.0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
-0.43979044766807096,0.6021685152688586,-1.4719272898756646,-0.5886212286624464,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
-0.43979044766807096,1.4981803297049399,0.5546576634242271,1.4436419691629072,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0
-0.43979044766807096,1.6203637589462239,-1.3524235088456957,-0.2508915070608207,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0
-0.43979044766807096,0.7243519445101425,-1.46860774040261,-0.532527634622367,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
-0.43979044766807096,-0.5789379673968849,-1.4852054877678835,-0.846277069263047,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
-0.43979044766807096,0.2356182275450072,1.0061163917596656,0.6228240769638508,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0
-0.43979044766807096,0.03197917880953417,-0.17896277012086073,-0.14348715194989461,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
2.2738101868796012,1.6203637589462239,1.6916033579454606,2.6981548122172256,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0
-0.43979044766807096,-1.1083994941091149,-0.4461865027017637,-0.8886833855432485,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
-0.43979044766807096,1.6203637589462239,-1.4603088667199735,-0.3337425168826905,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
-0.43979044766807096,0.11343479830372338,-1.515081433025376,-0.7230695287192184,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
-0.43979044766807096,0.27634603729210183,-0.7847805489533427,-0.25452822337383174,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
-0.43979044766807096,1.6203637589462239,-1.5101021088157938,-0.4291346878082166,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
2.2738101868796012,0.3985294665333856,0.483287349753551,0.46981750335825884,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.43979044766807096,0.47998508602757484,-0.28352857852208363,0.06226282854682125,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.43979044766807096,-0.37529891866141185,0.9530036001907907,0.027879328860171373,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
-0.43979044766807096,0.9279909932456155,-1.453669767773864,-0.4707916201208886,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
2.2738101868796012,-0.4974823479026957,-0.15904547328253252,-0.4491696885871684,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
-0.43979044766807096,0.5207128957746694,0.6559039223523953,0.6328525977057903,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
-0.43979044766807096,1.1723578517281832,-1.310929140432512,-0.3188870817616636,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
-0.43979044766807096,0.9279909932456155,-1.506782559342739,-0.5269072548658954,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
-0.43979044766807096,-0.4567545381556011,-1.486865262504411,-0.8201808746290769,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
-0.43979044766807096,-0.41602672840850646,-1.5001434603966297,-0.8180649669560524,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
-0.43979044766807096,-1.189855113603304,0.18286812244210107,-0.9071534962723592,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
